#     1:pT [GeV]	2:ur	3:Keq 1	4:Keq 2	5:Kshear 1	6:Kshear 2	7:Kshear 3	8:Kshear 4	9:Kbulk 1	10:Kbulk 2
    1.04586e+00	    0.00000e+00	    6.33951e-04	    2.73822e-20	   -2.02941e-04	   -1.54657e-20	   -2.30950e-11	   -2.92834e-20	   -2.74113e-04	   -8.89890e-21
    1.07329e+00	    0.00000e+00	    5.51167e-04	    1.54721e-20	   -1.90882e-04	   -2.08222e-20	    1.59662e-20	   -2.84719e-20	   -2.63254e-04	   -5.94939e-21
    1.10150e+00	    0.00000e+00	    4.76483e-04	    1.52502e-20	   -1.78213e-04	   -2.13937e-20	   -4.23054e-12	   -3.28629e-20	   -2.49732e-04	   -9.85233e-21
    1.13052e+00	    0.00000e+00	    4.09478e-04	    1.61840e-20	   -1.65145e-04	   -1.38918e-20	   -2.92524e-13	   -2.77538e-20	   -2.34173e-04	   -8.95881e-21
    1.16041e+00	    0.00000e+00	    3.49695e-04	    1.36434e-20	   -1.51876e-04	   -2.15372e-20	   -6.72749e-12	   -2.67241e-20	   -2.17157e-04	   -5.47786e-21
    1.19120e+00	    0.00000e+00	    2.96677e-04	    8.11418e-21	   -1.38594e-04	   -1.32013e-20	    4.25765e-20	   -1.40862e-20	   -1.99214e-04	   -8.20807e-21
    1.22295e+00	    0.00000e+00	    2.49945e-04	    1.01528e-20	   -1.25469e-04	   -1.04597e-20	    3.66477e-12	   -1.43501e-20	   -1.80822e-04	   -6.92839e-21
    1.25573e+00	    0.00000e+00	    2.09030e-04	    6.75564e-21	   -1.12659e-04	   -1.24777e-20	    4.11921e-14	   -1.62158e-20	   -1.62402e-04	   -6.53658e-21
    1.28959e+00	    0.00000e+00	    1.73456e-04	    6.53709e-21	   -1.00300e-04	   -9.65844e-21	    2.26200e-12	   -7.76002e-21	   -1.44317e-04	   -5.82182e-21
    1.32459e+00	    0.00000e+00	    1.42752e-04	    5.17450e-21	   -8.85100e-05	   -1.06116e-20	    1.73110e-12	   -1.24544e-20	   -1.26873e-04	   -6.45003e-21
    1.36082e+00	    0.00000e+00	    1.16460e-04	    4.24060e-21	   -7.73901e-05	   -7.12830e-21	    1.67633e-13	   -1.13962e-20	   -1.10321e-04	   -4.82835e-21
    1.39834e+00	    0.00000e+00	    9.41325e-05	    3.39888e-21	   -6.70177e-05	   -9.11268e-21	    6.51960e-13	   -8.22074e-21	   -9.48532e-05	   -4.53903e-21
    1.43724e+00	    0.00000e+00	    7.53375e-05	    3.87938e-21	   -5.74506e-05	   -8.82271e-21	   -7.87090e-14	   -9.66552e-21	   -8.06098e-05	   -3.04951e-21
    1.47762e+00	    0.00000e+00	    5.96635e-05	    3.01261e-21	   -4.87261e-05	   -4.86255e-21	    1.15074e-14	   -5.39848e-21	   -6.76812e-05	   -3.60346e-21
    1.51957e+00	    0.00000e+00	    4.67244e-05	    1.54698e-21	   -4.08641e-05	   -3.73469e-21	   -1.13919e-12	   -6.21915e-21	   -5.61143e-05	   -2.73703e-21
    1.56319e+00	    0.00000e+00	    3.61564e-05	    1.96507e-21	   -3.38647e-05	   -3.12987e-21	    8.64836e-21	   -3.73299e-21	   -4.59136e-05	   -1.83170e-21
    1.60862e+00	    0.00000e+00	    2.76224e-05	    1.11780e-21	   -2.77109e-05	   -3.72712e-21	    6.37302e-12	   -2.40206e-21	   -3.70478e-05	   -1.20466e-21
    1.65598e+00	    0.00000e+00	    2.08157e-05	    8.56030e-22	   -2.23720e-05	   -2.95088e-21	   -3.54406e-13	   -3.30226e-21	   -2.94584e-05	   -1.38152e-21
    1.70541e+00	    0.00000e+00	    1.54570e-05	    5.42767e-22	   -1.78035e-05	   -1.60147e-21	    4.54997e-13	   -2.34040e-21	   -2.30617e-05	   -9.64447e-22
    1.75707e+00	    0.00000e+00	    1.12980e-05	    3.88269e-22	   -1.39518e-05	   -1.51504e-21	    6.65258e-22	   -2.04060e-21	   -1.77577e-05	   -8.42811e-22
    1.81113e+00	    0.00000e+00	    8.11873e-06	    4.44680e-22	   -1.07545e-05	   -1.10995e-21	    2.66103e-21	   -1.22008e-21	   -1.34343e-05	   -4.20807e-22
    1.86778e+00	    0.00000e+00	    5.72790e-06	    1.69590e-22	   -8.14395e-06	   -7.71347e-22	    1.33052e-21	   -7.88545e-22	   -9.97305e-06	   -5.27464e-22
    1.92723e+00	    0.00000e+00	    3.96176e-06	    1.40651e-22	   -6.05027e-06	   -6.68647e-22	    6.65258e-22	   -8.04410e-22	   -7.25491e-06	   -3.32884e-22
    1.98972e+00	    0.00000e+00	    2.68190e-06	    1.33276e-22	   -4.40281e-06	   -4.97719e-22	    1.16420e-21	   -5.73443e-22	   -5.16353e-06	   -2.51270e-22
    2.05551e+00	    0.00000e+00	    1.77363e-06	    9.19142e-23	   -3.13295e-06	   -3.25575e-22	    8.31573e-22	   -3.88612e-22	   -3.58934e-06	   -1.48904e-22
    2.12489e+00	    0.00000e+00	    1.14354e-06	    5.29619e-23	   -2.17567e-06	   -1.81359e-22	   -8.31573e-23	   -2.58191e-22	   -2.43209e-06	   -1.41948e-22
    2.19820e+00	    0.00000e+00	    7.17157e-07	    3.91036e-23	   -1.47133e-06	   -1.42263e-22	    3.74208e-22	   -1.72391e-22	   -1.60281e-06	   -8.82827e-23
