#     1:pT [GeV]	2:ur	3:Keq 1	4:Keq 2	5:Kshear 1	6:Kshear 2	7:Kshear 3	8:Kshear 4	9:Kbulk 1	10:Kbulk 2
    5.82280e-02	    1.81113e+00	    4.93140e-03	    1.72429e-04	   -4.18851e-03	   -9.17158e-05	   -4.40885e-03	   -9.85086e-05	   -3.74329e-03	   -8.96935e-05
    7.12073e-02	    1.81113e+00	    5.09290e-03	    2.58841e-04	   -4.19863e-03	   -1.35452e-04	   -4.42308e-03	   -1.45578e-04	   -3.76296e-03	   -1.32227e-04
    8.42105e-02	    1.81113e+00	    5.28561e-03	    3.63577e-04	   -4.20976e-03	   -1.86613e-04	   -4.43905e-03	   -2.00719e-04	   -3.78471e-03	   -1.81757e-04
    9.72420e-02	    1.81113e+00	    5.50896e-03	    4.87136e-04	   -4.22136e-03	   -2.44518e-04	   -4.45621e-03	   -2.63241e-04	   -3.80760e-03	   -2.37493e-04
    1.10306e-01	    1.81113e+00	    5.76224e-03	    6.30046e-04	   -4.23288e-03	   -3.08405e-04	   -4.47393e-03	   -3.32366e-04	   -3.83058e-03	   -2.98534e-04
    1.23408e-01	    1.81113e+00	    6.04468e-03	    7.92844e-04	   -4.24367e-03	   -3.77443e-04	   -4.49153e-03	   -4.07247e-04	   -3.85251e-03	   -3.63888e-04
    1.36552e-01	    1.81113e+00	    6.35539e-03	    9.76053e-04	   -4.25309e-03	   -4.50745e-04	   -4.50831e-03	   -4.86977e-04	   -3.87222e-03	   -4.32476e-04
    1.49741e-01	    1.81113e+00	    6.69340e-03	    1.18016e-03	   -4.26046e-03	   -5.27384e-04	   -4.52352e-03	   -5.70607e-04	   -3.88845e-03	   -5.03156e-04
    1.62983e-01	    1.81113e+00	    7.05763e-03	    1.40560e-03	   -4.26508e-03	   -6.06405e-04	   -4.53640e-03	   -6.57155e-04	   -3.89999e-03	   -5.74729e-04
    1.76280e-01	    1.81113e+00	    7.44691e-03	    1.65273e-03	   -4.26627e-03	   -6.86838e-04	   -4.54622e-03	   -7.45623e-04	   -3.90559e-03	   -6.45961e-04
    1.89637e-01	    1.81113e+00	    7.86000e-03	    1.92180e-03	   -4.26336e-03	   -7.67715e-04	   -4.55222e-03	   -8.35009e-04	   -3.90405e-03	   -7.15599e-04
