#     1:pT [GeV]	2:ur	3:Keq 1	4:Keq 2	5:Kshear 1	6:Kshear 2	7:Kshear 3	8:Kshear 4	9:Kbulk 1	10:Kbulk 2
    4.46646e-01	    2.31631e+00	    2.19263e-01	    1.84310e-01	   -6.55253e-04	    8.73193e-04	   -2.00806e-03	   -2.71128e-04	   -3.82420e-02	   -2.60668e-02
    4.62241e-01	    2.31631e+00	    2.15865e-01	    1.82733e-01	   -2.00863e-04	    1.13014e-03	   -1.50554e-03	    1.46510e-05	   -3.84611e-02	   -2.67689e-02
    4.78022e-01	    2.31631e+00	    2.12353e-01	    1.80942e-01	    2.24719e-04	    1.37610e-03	   -1.03251e-03	    2.90207e-04	   -3.87007e-02	   -2.74667e-02
    4.94000e-01	    2.31631e+00	    2.08741e-01	    1.78957e-01	    6.22880e-04	    1.61075e-03	   -5.87588e-04	    5.55066e-04	   -3.89525e-02	   -2.81544e-02
    5.10184e-01	    2.31631e+00	    2.05040e-01	    1.76797e-01	    9.94914e-04	    1.83387e-03	   -1.69523e-04	    8.08879e-04	   -3.92086e-02	   -2.88265e-02
    5.26582e-01	    2.31631e+00	    2.01263e-01	    1.74480e-01	    1.34201e-03	    2.04533e-03	    2.22870e-04	    1.05140e-03	   -3.94625e-02	   -2.94778e-02
    5.43205e-01	    2.31631e+00	    1.97420e-01	    1.72020e-01	    1.66531e-03	    2.24505e-03	    5.90696e-04	    1.28245e-03	   -3.97080e-02	   -3.01042e-02
    5.60063e-01	    2.31631e+00	    1.93520e-01	    1.69432e-01	    1.96584e-03	    2.43303e-03	    9.34987e-04	    1.50196e-03	   -3.99400e-02	   -3.07016e-02
    5.77167e-01	    2.31631e+00	    1.89572e-01	    1.66729e-01	    2.24459e-03	    2.60932e-03	    1.25671e-03	    1.70986e-03	   -4.01541e-02	   -3.12669e-02
    5.94528e-01	    2.31631e+00	    1.85585e-01	    1.63923e-01	    2.50246e-03	    2.77397e-03	    1.55675e-03	    1.90616e-03	   -4.03461e-02	   -3.17970e-02
    6.12158e-01	    2.31631e+00	    1.81565e-01	    1.61026e-01	    2.74031e-03	    2.92709e-03	    1.83598e-03	    2.09090e-03	   -4.05130e-02	   -3.22896e-02
    6.30069e-01	    2.31631e+00	    1.77520e-01	    1.58048e-01	    2.95893e-03	    3.06880e-03	    2.09517e-03	    2.26413e-03	   -4.06518e-02	   -3.27426e-02
    6.48274e-01	    2.31631e+00	    1.73456e-01	    1.54998e-01	    3.15906e-03	    3.19923e-03	    2.33507e-03	    2.42593e-03	   -4.07602e-02	   -3.31545e-02
    6.66787e-01	    2.31631e+00	    1.69377e-01	    1.51884e-01	    3.34142e-03	    3.31853e-03	    2.55636e-03	    2.57641e-03	   -4.08363e-02	   -3.35239e-02
    6.85622e-01	    2.31631e+00	    1.65290e-01	    1.48715e-01	    3.50664e-03	    3.42685e-03	    2.75971e-03	    2.71568e-03	   -4.08786e-02	   -3.38498e-02
    7.04794e-01	    2.31631e+00	    1.61199e-01	    1.45497e-01	    3.65535e-03	    3.52434e-03	    2.94573e-03	    2.84384e-03	   -4.08857e-02	   -3.41315e-02
    7.24318e-01	    2.31631e+00	    1.57108e-01	    1.42238e-01	    3.78811e-03	    3.61117e-03	    3.11498e-03	    2.96103e-03	   -4.08569e-02	   -3.43685e-02
